year,name,firstname,lastname,position,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,round,college,pick,pickround,picktotal,wonderlic,nflgrade,,
2012,"Weeden, Brandon",Brandon,Weeden,QB,6,4,76,221,31.75,9.625,4.89,0,0,4.45,7.36,32,102,16,1,Oklahoma State,22(22),22,22,27,0,,
2012,"White, Corey",Corey,White,FS,5,11,71,206,0,0,4.55,0,0,4.22,6.72,37,126,15,5,Samford,27(162),27,162,0,0,,
2012,"White, Jordan",Jordan,White,WR,6,0,72,208,31.5,9.25,4.69,0,0,4.13,6.84,35,119,14,7,Western Michigan,37(244),37,244,0,0,,
2012,"Whitehead, Tahir",Tahir,Whitehead,OLB,6,1,73,233,0,0,4.7,0,0,4.37,7.14,37,124,21,5,Temple,3(138),3,138,0,0,,
2012,"Whittaker, Foswhitt",Foswhitt,Whittaker,RB,5,9,69,193,0,0,4.6,0,0,0,7.05,34.63,117,20,0,,,0,0,0,0,,
2012,"Wilber, Kyle",Kyle,Wilber,OLB,6,4,76,249,0,0,4.86,0,0,4.31,7.11,33,117,25,4,Wake Forest,18(113),18,113,0,0,,
2012,"Wilson, David",David,Wilson,RB,5,10,70,206,30.25,9.375,4.49,0,0,4.12,7.09,41,132,20,1,Virginia Tech,32(32),32,32,0,0,,
2012,"Wilson, Russell",Russell,Wilson,QB,5,11,71,204,31,10.25,4.55,0,0,4.09,6.97,34,118,16,3,Wisconsin,12(75),12,75,28,0,,
2012,"Winn, Billy",Billy,Winn,DE,6,3,75,294,32.5,9,5,0,0,4.44,7.37,27,107,24,6,Boise State,35(205),35,205,0,0,,
2012,"Witt, Patrick",Patrick,Witt,QB,6,3,75,225,0,0,4.65,0,0,4.37,7.14,31.5,101,16,0,,,0,0,0,0,,
2012,"Wolfe, Derek",Derek,Wolfe,DT,6,5,77,295,33.25,10.75,5.01,0,0,4.44,7.26,33,108,33,2,Cincinnati,4(36),4,36,0,0,,
2012,"Worthy, Jerel",Jerel,Worthy,DT,6,2,74,308,33,9.375,5.08,0,0,4.56,7.6,28,0,0,2,Michigan State,19(51),19,51,0,0,,
2012,"Wright, Jarius",Jarius,Wright,WR,5,10,70,182,31.5,8.5,4.42,0,1.45,4.03,6.93,38,120,11,4,Arkansas,23(118),23,118,0,0,,
2012,"Wright, Kendall",Kendall,Wright,WR,5,10.25,70.25,196,30.375,8.625,4.61,2.65,1.53,4.18,6.93,38.5,121,4,1,Baylor,20(20),20,20,0,0,,
2012,"Wylie, Devon",Devon,Wylie,WR,5,9,69,187,30.25,9.5,4.39,0,0,0,6.92,39,123,17,4,Fresno State,12(107),12,107,0,0,,
2012,"Wynn, Desmond",Desmond,Wynn,OG,6,5,77,303,34,10.25,5.05,0,0,0,0,32,0,28,0,,,0,0,0,0,,
2012,"Zeitler, Kevin",Kevin,Zeitler,OG,6,4,76,314,32.75,10.25,5.39,0,0,4.61,7.77,29,101,32,1,Wisconsin,27(27),27,27,0,0,,
2012,"Zusevics, Markus",Markus,Zusevics,OT,6,5,77,303,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,
2011,"Acho, Sam",Sam,Acho,OLB,6,2,74,262,33.5,9.75,4.67,0,0,4.32,0,33.5,112,23,4,Texas,6(103),6,103,0,0,,
2011,"Adams, Darvin",Darvin,Adams,WR,6,2,74,190,34,9.25,4.56,0,0,0,6.92,35.54,120,15,0,,,0,0,0,0,,
2011,"Ajiboye, Ladi",Ladi,Ajiboye,DT,6,1,73,297,34,10,5.31,0,0,4.71,0,24,91,23,0,,,0,0,0,0,,
2011,"Allen, Anthony",Anthony,Allen,RB,6,1,73,228,30.375,9.625,4.56,0,0,4.06,7.05,41.5,120,24,7,Georgia Tech,22(225),22,225,0,0,,
2011,"Allen, Armando",Armando,Allen,RB,5,8,68,199,30.25,8.75,4.52,0,0,0,7.05,34.63,117,23,0,,,0,0,0,0,,
2011,"Allen, Cortez",Cortez,Allen,CB,6,1,73,197,32.25,8.625,4.5,0,0,4.01,0,35.5,129,18,4,Citadel,31(128),31,128,0,0,,
2011,"Amukamara, Prince",Prince,Amukamara,CB,6,1,73,206,30.5,8.5,4.38,0,0,4.08,0,38,128,15,1,Nebraska,19(19),19,19,0,0,,
2011,"Arkin, David",David,Arkin,OG,6,5,77,300,33.875,10.5,5.31,0,0,4.63,0,29,103,25,4,Missouri State,13(110),13,110,0,0,,
2011,"Asiata, Matt",Matt,Asiata,RB,5,11,71,229,30.125,9.5,4.77,0,0,4.37,7.05,30,104,22,0,,,0,0,0,0,,
2011,"Austin, Marvin",Marvin,Austin,DT,6,2,74,309,32.625,10.25,4.84,0,0,4.4,0,30.5,112,38,2,North Carolina,20(52),20,52,0,0,,
2011,"Ayers, Akeem",Akeem,Ayers,OLB,6,3,75,254,33,9,4.81,0,0,4.28,0,31,116,18,2,UCLA,7(39),7,39,0,0,,
2011,"Bailey, Allen",Allen,Bailey,DE,6,3,75,285,34,10.25,4.71,0,0,4.56,0,36.5,117,27,3,Miami (FL),22(86),22,86,0,0,,
2011,"Bair, Brandon",Brandon,Bair,DE,6,6,78,276,33,10.375,4.92,0,0,4.37,0,28,114,26,0,,,0,0,0,0,,
2011,"Baldwin, Jon",Jon,Baldwin,WR,6,4,76,228,33.53,10.125,4.49,2.57,1.58,4.34,7.07,42,129,20,0,,,0,0,0,0,,
2011,"Ballard, Christian",Christian,Ballard,DE,6,4,76,283,33,10.125,4.75,0,0,4.51,0,31.5,111,0,4,Iowa,9(106),9,106,0,0,,
2011,"Barksdale, Joseph",Joseph,Barksdale,OT,6,5,77,325,36,10,5.31,0,0,4.75,0,29,103,29,0,,,0,0,0,0,,
2011,"Bartholomew, Ryan",Ryan,Bartholomew,OC,6,1,73,302,33.75,9.625,4.93,0,0,4.62,0,26.5,92,34,0,,,0,0,0,0,,
2011,"Beal, Jeremy",Jeremy,Beal,ILB,6,2,74,262,33.125,9.875,5.14,0,0,4.46,0,28.5,106,22,7,Oklahoma,44(247),44,247,0,0,,
2011,"Bellore, Nick",Nick,Bellore,ILB,6,1,73,245,30.75,9.875,4.84,0,0,4,0,32.5,109,23,0,,,0,0,0,0,,
2011,"Berry, Damien",Damien,Berry,RB,5,10,70,211,32.25,9.375,4.58,0,0,4.12,7.05,33.5,120,23,0,,,0,0,0,0,,
2011,"Binns, Armon",Armon,Binns,WR,6,3,75,209,32.5,9.5,4.5,2.55,1.55,4.31,6.86,31.5,118,13,0,,,0,0,0,0,,
2011,"Black, Ahmad",Ahmad,Black,SS,5,10,70,184,31,9.875,4.7,0,0,4.2,0,35.5,119,18,5,Florida,20(151),20,151,0,0,,
2011,"Boling, Clint",Clint,Boling,OG,6,5,77,308,33.5,9.25,5.28,0,0,4.64,0,31,102,28,4,Georgia,4(101),4,101,0,0,,
2011,"Boren, Justin",Justin,Boren,OG,6,3,75,309,32,9.5,5.4,0,0,4.75,0,0,0,28,0,,,0,0,0,0,,
2011,"Bowers, DaQuan",DaQuan,Bowers,DE,6,3,75,280,33.125,10.25,4.64,0,0,0,0,0,0,22,2,Clemson,19(51),19,51,0,0,,
2011,"Bradford, Allen",Allen,Bradford,RB,5,11,71,242,32.125,9.375,4.53,0,0,4.39,7.05,29,113,28,6,USC,22(187),22,187,0,0,,
2011,"Brewer, James",James,Brewer,OT,6,6,78,323,35.5,10.375,5.21,0,0,4.81,0,26,100,25,4,Indiana,20(117),20,117,0,0,,
2011,"Brinkley, Niles",Niles,Brinkley,CB,5,10,70,193,30.25,9.25,4.54,0,0,0,0,33.5,120,15,0,,,0,0,0,0,,
2011,"Brown, Chykie",Chykie,Brown,CB,5,11,71,190,33.875,8.75,4.49,0,0,4,0,36.5,120,0,5,Texas,33(164),33,164,0,0,,
2011,"Brown, Curtis",Curtis,Brown,CB,6,1,73,185,32.25,9.5,4.51,0,0,4,0,39.5,128,10,3,Texas,31(95),31,95,0,0,,
2011,"Brown, DeAndre",DeAndre,Brown,WR,6,6,78,233,33.25,9.625,4.59,0,0,4.33,6.93,29,117,20,0,,,0,0,0,0,,
2011,"Brown, Jalil",Jalil,Brown,CB,6,1,73,204,30.75,9.875,4.52,0,0,4.25,0,35.5,116,24,4,Colorado,21(118),21,118,0,0,,
2011,"Brown, Vincent",Vincent,Brown,WR,5,11,71,187,33,10.25,4.68,0,0,4.25,6.64,33.5,121,12,3,San Diego State,18(82),18,82,0,0,,
2011,"Burney, Kendric",Kendric,Burney,CB,5,9,69,186,29.25,9.125,4.71,0,0,0,0,32.5,112,14,0,,,0,0,0,0,,
2011,"Burton, Brandon",Brandon,Burton,CB,6,1,73,190,31.5,8.5,4.5,0,0,4.07,0,32,118,18,5,Utah,8(139),8,139,0,0,,
2011,"Burton, Stephen",Stephen,Burton,WR,6,1,73,221,32,9.125,4.5,0,0,4.31,7.04,34.5,117,19,7,West Texas A&M,33(236),33,236,0,0,,
2011,"Butler, Mario",Mario,Butler,CB,6,1,73,182,29.5,8.625,4.65,0,0,4.37,0,30.5,120,0,0,,,0,0,0,0,,
2011,"Cameron, Jordan",Jordan,Cameron,TE,6,5,77,254,33.5,9.75,4.53,0,0,4.03,0,37.5,119,23,4,USC,5(102),5,102,0,0,,
2011,"Cannon, Marcus",Marcus,Cannon,OT,6,5,77,358,34,9.125,5.26,0,0,4.97,0,30.5,105,33,5,TCU,7(138),7,138,0,0,,
2011,"Carimi, Gabe",Gabe,Carimi,OT,6,7,79,314,35,10.375,5.18,0,0,0,0,31.5,109,29,1,Wisconsin,29(29),29,29,0,0,,
2011,"Carmichael, Rashad",Rashad,Carmichael,CB,5,10,70,192,31.75,9,4.53,0,0,4.06,0,31,116,13,4,Virginia Tech,30(127),30,127,0,0,,
2011,"Carpenter, James",James,Carpenter,OT,6,4,76,321,34,9.75,5.22,0,0,0,0,0,0,23,1,Alabama,25(25),25,25,0,0,,
2011,"Carter, Bruce",Bruce,Carter,OLB,6,2,74,241,32.625,9.25,4.57,0,0,0,0,0,0,25,2,North Carolina,8(40),8,40,0,0,,
2011,"Carter, Chris",Chris,Carter,OLB,6,1,73,248,33,9.375,4.58,0,0,4.34,0,36,114,27,0,,,0,0,0,0,,
2011,"Carter, Delone",Delone,Carter,RB,5,9,69,222,31,9.5,4.54,0,0,4.07,7.05,37,120,27,4,Syracuse,22(119),22,119,0,0,,
2011,"Carter, Quinton",Quinton,Carter,FS,6,1,73,208,31.5,9.25,4.57,0,0,4.06,0,34.5,121,23,4,Oklahoma,11(108),11,108,0,0,,
2011,"Casey, Jurrell",Jurrell,Casey,DT,6,1,73,300,32,8.875,5.04,0,0,4.78,0,27.5,101,26,3,USC,13(77),13,77,0,0,,
2011,"Castonzo, Anthony",Anthony,Castonzo,OT,6,7,79,311,34.5,10.625,5.21,0,0,4.4,0,29.5,105,28,1,Boston College,22(22),22,22,0,0,,
2011,"Chapas, Shaun",Shaun,Chapas,FB,6,2,74,247,32,9.5,4.87,0,0,4.4,0,35.5,116,23,7,Georgia,17(220),17,220,0,0,,
2011,"Chekwa, Chimdi",Chimdi,Chekwa,CB,6,0,72,191,31.375,8.375,4.38,0,0,0,0,34.5,0,0,4,Ohio State,16(113),16,113,0,0,,
2011,"Chinasa, Ugo",Ugo,Chinasa,DE,6,5,77,264,36,10,4.63,0,0,4.39,0,28,117,22,0,,,0,0,0,0,,
2011,"Clay, Charles",Charles,Clay,FB,6,3,75,245,33,9.625,4.69,0,0,4.15,0,33.5,118,18,6,Tulsa,9(174),9,174,0,0,,
2011,"Clay, John",John,Clay,RB,6,1,73,230,31,8.75,4.83,0,0,0,7.05,29,111,20,0,,,0,0,0,0,,
2011,"Clayborn, Adrian",Adrian,Clayborn,DE,6,3,75,281,32.5,9.75,4.78,0,0,4.13,0,33,113,0,1,Iowa,20(20),20,20,0,0,,
2011,"Cobb, Randall",Randall,Cobb,WR,5,10,70,191,31,9.375,4.46,2.53,1.56,4.34,7.08,33.5,115,16,2,Kentucky,32(64),32,64,0,0,,
2011,"Colburn, Ryan",Ryan,Colburn,QB,6,3,75,233,30,9.5,5.12,0,0,4.28,7.1,31.34,110,16,0,,,0,0,0,0,,
2011,"Conte, Chris",Chris,Conte,FS,6,2,74,197,30.5,9.125,4.52,0,0,4.19,0,35.5,127,18,0,,,0,0,0,0,,
2011,"Cooper, Graig",Graig,Cooper,RB,5,10,70,205,31.75,9.5,4.6,0,0,4.03,7.05,34.63,114,18,0,,,0,0,0,0,,
2011,"Cuff, Vance",Vance,Cuff,CB,5,10,70,178,31.25,9.625,4.53,0,0,4.09,0,36,120,0,0,,,0,0,0,0,,
2011,"Culliver, Chris",Chris,Culliver,FS,6,0,72,199,31.25,8.625,4.36,0,0,4.08,0,38.5,0,0,3,South Carolina,16(80),16,80,0,0,,
2011,"Dalton, Andy",Andy,Dalton,QB,6,2,74,215,31.75,9.5,4.83,0,0,4.27,7.1,29.5,106,16,2,TCU,3(35),3,35,29,0,,
2011,"Daniels, Wayne",Wayne,Daniels,OLB,6,1,73,260,33,10,5.03,0,0,4.68,0,25,106,0,0,,,0,0,0,0,,
2011,"Dareus, Marcell",Marcell,Dareus,DT,6,3,75,319,33.375,10.125,4.93,0,0,4.62,0,27,0,24,1,Alabama,3(3),3,3,0,0,,
2011,"Davis, Josh",Josh,Davis,OT,6,7,79,313,36,11,5.5,0,0,5.07,0,24,91,0,0,,,0,0,0,0,,
2011,"Dell, Mark",Mark,Dell,WR,6,0,72,193,32.75,9.5,4.54,0,0,0,6.92,35.54,120,14,0,,,0,0,0,0,,
2011,"Dent, Akeem",Akeem,Dent,ILB,6,1,73,242,32,10,4.78,0,0,0,0,37.5,0,24,3,Georgia,27(91),27,91,0,0,,
2011,"Devine, Noel",Noel,Devine,RB,5,8,68,179,29.25,8.625,4.34,0,0,0,7.05,34.63,117,24,0,,,0,0,0,0,,
2011,"Devlin, Pat",Pat,Devlin,QB,6,3,75,225,32,9.875,4.81,0,0,4.32,7.1,33,116,16,0,,,0,0,0,0,,
2011,"Dobbs, Demarcus",Demarcus,Dobbs,DE,6,2,74,281,34,9.75,4.87,0,0,4.37,0,31,107,0,0,,,0,0,0,0,,
2011,"Dominguez, Ray",Ray,Dominguez,OG,6,4,76,334,34,9.875,5.45,0,0,4.9,0,27.5,90,21,0,,,0,0,0,0,,
2011,"Doss, Tandon",Tandon,Doss,WR,6,2,74,201,31.25,10.125,4.56,2.72,1.6,4.22,6.91,33.5,116,14,4,Indiana,26(123),26,123,0,0,,
2011,"Dowling, Ras-I",Ras-I,Dowling,CB,6,1,73,198,31,9.5,4.4,0,0,0,0,0,0,19,2,Virginia,1(33),1,33,0,0,,
2011,"Draughn, Shaun",Shaun,Draughn,RB,5,11,71,213,31,10,4.73,0,0,4.2,7.05,34,118,21,0,,,0,0,0,0,,
2011,"Ellis, Kenrick",Kenrick,Ellis,DT,6,5,77,346,35.125,10.5,5.19,0,0,0,0,0,0,26,3,Hampton,30(94),30,94,0,0,,
2011,"Elmore, Ricky",Ricky,Elmore,DE,6,5,77,255,31,9.75,4.88,0,0,4.32,0,31.5,106,26,0,,,0,0,0,0,,
2011,"Enderle, Nathan",Nathan,Enderle,QB,6,4,76,240,31.25,9.875,5.12,0,0,4.46,7.1,25.5,102,16,5,Idaho,29(160),29,160,0,0,,
2011,"Evans, Darren",Darren,Evans,RB,6,1,73,227,31.75,9.75,4.56,0,0,4.46,7.05,35,111,26,0,,,0,0,0,0,,
2011,"Fairley, Nick",Nick,Fairley,DT,6,4,76,291,34.75,9.75,4.84,0,0,4.56,0,31,113,0,1,Auburn,13(13),13,13,0,0,,
2011,"Fannin, Mario",Mario,Fannin,RB,5,10,70,231,30.75,9.5,4.37,0,0,4.21,7.05,37.5,115,21,0,,,0,0,0,0,,
2011,"Foster, Mason",Mason,Foster,OLB,6,1,73,245,31,9.625,4.75,0,0,4.45,0,31,110,22,3,Washington,20(84),20,84,0,0,,
2011,"Franklin, Orlando",Orlando,Franklin,OT,6,6,78,316,35,11.125,5.11,0,0,0,0,28.5,0,26,2,Miami (FL),14(46),14,46,0,0,,
2011,"Fua, Sione",Sione,Fua,DT,6,2,74,308,34,10.5,5.28,0,0,4.54,0,24,101,30,3,Stanford,33(97),33,97,0,0,,
2011,"Fusco, Brandon",Brandon,Fusco,OC,6,4,76,306,33.75,10,5.18,0,0,4.43,0,28.5,108,26,6,Slippery Rock,7(172),7,172,0,0,,
2011,"Gabbert, Blaine",Blaine,Gabbert,QB,6,4,76,234,33,10,4.61,0,0,4.26,7.1,33.5,120,16,1,Missouri,10(10),10,10,42,0,,
2011,"Gantt, Charlie",Charlie,Gantt,TE,6,4,76,252,32.625,9.5,4.85,0,0,4.4,0,30.5,112,27,0,,,0,0,0,0,,
2011,"Gates, Edmond",Edmond,Gates,WR,6,1,73,192,30.75,9.375,4.31,2.51,1.53,4.17,6.87,40,131,16,4,Abilene Christian,14(111),14,111,0,0,,
2011,"Gilbert, Marcus",Marcus,Gilbert,OT,6,6,78,330,33.5,9.75,5.41,0,0,0,0,0,0,30,2,Florida,31(63),31,63,0,0,,
2011,"Gilchrist, Marcus",Marcus,Gilchrist,CB,5,10,70,195,31.375,8.5,4.45,0,0,4.12,0,38.5,119,26,2,Clemson,18(50),18,50,0,0,,
2011,"Gomes, DeJon",DeJon,Gomes,SS,6,1,73,208,31.375,9.625,4.5,0,0,0,0,31,110,13,5,Nebraska,15(146),15,146,0,0,,
2011,"Graham, Cameron",Cameron,Graham,TE,6,3,75,244,31.5,9.625,5,0,0,4.51,0,31,105,18,0,,,0,0,0,0,,
2011,"Grant, Adam",Adam,Grant,OT,6,6,78,325,34,10.5,5.54,0,0,5,0,26.5,99,25,0,,,0,0,0,0,,
2011,"Graves, John",John,Graves,DT,6,3,75,286,32.125,10.125,5.09,0,0,4.49,0,28.5,114,29,0,,,0,0,0,0,,
2011,"Green, A.J.",A.J.,Green,WR,6,4,76,211,34.375,9.25,4.48,2.53,1.55,4.21,6.91,34.5,126,18,1,Georgia,4(4),4,4,0,0,,
2011,"Green, Alex",Alex,Green,RB,6,1,73,225,32,9.125,4.45,0,0,4.15,7.05,34,114,20,0,,,0,0,0,0,,
2011,"Green, Virgil",Virgil,Green,TE,6,3,75,249,33.5,9.25,4.54,0,0,4.4,0,42.5,130,23,7,Nevada,1(204),1,204,0,0,,
2011,"Griffin, John",John,Griffin,RB,5,11.375,71.375,205,0,0,4.57,2.65,1.58,4.28,6.82,36,121,19,0,,,0,0,0,0,,
2011,"Gurley, Tori",Tori,Gurley,WR,6,4,76,216,35,9.75,4.53,0,0,4.25,7.05,33.5,118,15,0,,,0,0,0,0,,
2011,"Guy, Lawrence",Lawrence,Guy,DT,6,4,76,305,32.75,10.75,4.96,0,0,4.43,0,29,0,28,7,Arizona State,30(233),30,233,0,0,,
2011,"Hagg, Eric",Eric,Hagg,FS,6,1,73,209,32.875,10.125,4.62,0,0,4.19,0,34.5,121,18,7,Nebraska,45(248),45,248,0,0,,
2011,"Hairston, Chris",Chris,Hairston,OT,6,6,78,326,35.25,9.25,5.38,0,0,4.7,0,29,96,33,4,Clemson,25(122),25,122,0,0,,
2011,"Hankerson, Leonard",Leonard,Hankerson,WR,6,2,74,209,32.25,10.625,4.4,2.53,1.51,4.21,6.94,36,117,14,3,Miami (FL),15(79),15,79,0,0,,
2011,"Hardy, Daniel",Daniel,Hardy,TE,6,4,76,249,31.75,10,4.77,0,0,0,0,0,0,18,7,Idaho,35(238),35,238,0,0,,
2011,"Harper, Jamie",Jamie,Harper,RB,5,11,71,233,30.375,8.875,4.53,0,0,4.39,7.05,36.5,120,24,4,Clemson,33(130),33,130,0,0,,
2011,"Harris, Brandon",Brandon,Harris,CB,5,10,70,191,30.625,8.5,4.46,0,0,4.12,0,35.5,113,13,2,Miami (FL),28(60),28,60,0,0,,
2011,"Harris, Dwayne",Dwayne,Harris,WR,5,10,70,203,31.125,10.125,4.53,0,0,4.21,6.77,34,111,10,6,East Carolina,11(176),11,176,0,0,,
2011,"Helu, Roy",Roy,Helu,RB,6,1,73,219,31.375,10.25,4.4,0,0,4.01,7.05,36.5,119,11,4,Nebraska,8(105),8,105,0,0,,
2011,"Henry, Ricky",Ricky,Henry,OG,6,3,75,308,33.625,10.25,5.68,0,0,4.68,0,24,90,20,0,,,0,0,0,0,,
2011,"Herzlich, Mark",Mark,Herzlich,OLB,6,4,76,244,32.375,10,4.91,0,0,4.46,0,32.5,112,29,0,,,0,0,0,0,,
2011,"Heyward, Cameron",Cameron,Heyward,DE,6,5,77,294,34.25,10.125,4.92,0,0,0,0,30,0,0,1,Ohio State,31(31),31,31,0,0,,
2011,"Hill, Will",Will,Hill,FS,6,1,73,202,32,9.5,4.64,0,0,4.19,0,31,123,0,0,,,0,0,0,0,,
2011,"Hines, Jermale",Jermale,Hines,FS,6,1,73,219,32.25,9.75,4.61,0,0,4.21,0,31,0,19,5,Ohio State,27(158),27,158,0,0,,
2011,"Hix, Kyle",Kyle,Hix,OT,6,7,79,319,34.25,10.625,5.44,0,0,4.78,0,32,104,24,0,,,0,0,0,0,,
2011,"Hogan, Brandon",Brandon,Hogan,CB,5,10,70,192,30.375,9.625,4.43,0,0,0,0,0,0,19,4,West Virginia,1(98),1,98,0,0,,
2011,"Hogue, Doug",Doug,Hogue,OLB,6,3,75,235,32.625,9.375,4.62,0,0,4.57,0,36,121,18,0,,,0,0,0,0,,
2011,"Holmes, Andre",Andre,Holmes,WR,6,4,76,210,34,8.625,4.51,0,0,4.31,6.69,35,130,11,0,,,0,0,0,0,,
2011,"Homan, Ross",Ross,Homan,OLB,6,1,73,240,30.5,9.75,4.66,0,0,4.34,0,35.5,111,32,6,Ohio State,35(200),35,200,0,0,,
2011,"House, Davon",Davon,House,CB,6,1,73,200,31.875,9.5,4.44,0,0,4.12,0,33.5,109,14,4,New Mexico State,34(131),34,131,0,0,,
2011,"Housler, Rob",Rob,Housler,TE,6,5,77,248,34.5,9.75,4.46,0,0,4.21,0,37,117,22,0,,,0,0,0,0,,
2011,"Houston, Justin",Justin,Houston,OLB,6,3,75,270,34.5,10.875,4.62,0,0,4.37,0,36.5,125,30,3,Georgia,6(70),6,70,0,0,,
2011,"Hudson, Rodney",Rodney,Hudson,OC,6,2,74,299,32.5,9.375,5.27,0,0,4.96,0,25.5,95,27,2,Florida State,23(55),23,55,0,0,,
2011,"Hughes, Kevin",Kevin,Hughes,OT,6,4,76,302,34.375,9.5,5.31,0,0,4.97,0,29.5,95,22,0,,,0,0,0,0,,
2011,"Hunter, Jeremiha",Jeremiha,Hunter,OLB,6,1,73,239,32,9.75,4.77,0,0,0,0,31.5,116,20,0,,,0,0,0,0,,
2011,"Hunter, Kendall",Kendall,Hunter,RB,5,7,67,199,31,8.75,4.46,0,0,4.21,7.05,35,122,24,4,Oklahoma State,18(115),18,115,0,0,,
2011,"Hurd, Zach",Zach,Hurd,OG,6,7,79,316,34.25,9.625,5.28,0,0,4.77,0,28,101,0,0,,,0,0,0,0,,
2011,"Hurt, Maurice",Maurice,Hurt,OG,6,3,75,318,34.125,9,5.34,0,0,0,0,0,0,18,7,Florida,14(217),14,217,0,0,,
2011,"Hynoski, Henry",Henry,Hynoski,FB,6,1,73,257,31.375,9.625,5.06,0,0,0,0,30.5,111,24,0,,,0,0,0,0,,
2011,"Ingram, Mark",Mark,Ingram,RB,5,9,69,215,30.75,9.5,4.62,0,0,4.62,7.05,31.5,113,21,1,Alabama,28(28),28,28,0,0,,
2011,"Jackson, Andrew",Andrew,Jackson,OG,6,5,77,299,32.5,10.25,5.27,0,0,4.65,0,28,98,25,7,Fresno State,7(210),7,210,0,0,,
2011,"Jarrett, Jaiquawn",Jaiquawn,Jarrett,FS,6,1,73,198,32.25,10,4.62,0,0,4.14,0,30,113,14,2,Temple,22(54),22,54,0,0,,
2011,"Jean, Lestar",Lestar,Jean,WR,6,3,75,215,33,9,4.61,0,0,4.43,7.45,37.5,113,14,0,,,0,0,0,0,,
2011,"Jenkins, Jarvis",Jarvis,Jenkins,DT,6,4,76,310,33.25,9.5,5.03,0,0,4.83,0,26.5,98,17,2,Clemson,9(41),9,41,0,0,,
2011,"Jernigan, Jerrel",Jerrel,Jernigan,WR,5,9,69,185,32,9.25,4.46,2.54,1.56,4.25,7.07,37.5,117,11,3,Troy,19(83),19,83,0,0,,
2011,"Johnson, Carl",Carl,Johnson,OG,6,5,77,361,36.5,10.25,5.4,0,0,5.03,0,25.5,96,25,0,,,0,0,0,0,,
2011,"Johnson, Jeron",Jeron,Johnson,SS,5,10,70,212,31.125,9,4.51,0,0,0,0,0,0,23,0,,,0,0,0,0,,
2011,"Johnson, Jerrod",Jerrod,Johnson,QB,6,5,77,251,34.875,9.875,4.75,0,0,0,7.1,29,119,16,0,,,0,0,0,0,,
2011,"Johnson, Ronald",Ronald,Johnson,WR,5,11,71,199,30.75,9,4.46,0,0,0,6.92,35.54,120,16,6,USC,17(182),17,182,0,0,,
2011,"Jones, Greg",Greg,Jones,ILB,6,1,73,242,32,10,4.75,0,0,4.27,0,31.5,117,21,6,Michigan State,20(185),20,185,0,0,,
2011,"Jones, Julio",Julio,Jones,WR,6,3,75,220,33.75,9.75,4.34,2.47,1.5,4.25,6.66,38.5,135,17,1,Alabama,6(6),6,6,0,0,,
2011,"Jones, Taiwan",Taiwan,Jones,RB,6,0,72,194,29.5,8.75,4.53,0,0,0,7.05,34.63,117,13,4,Eastern Washington,28(125),28,125,0,0,,
2011,"Jordan, Cameron",Cameron,Jordan,DE,6,4,76,287,35,11.125,4.74,0,0,4.37,0,31,117,25,1,California,24(24),24,24,0,0,,
2011,"Kaepernick, Colin",Colin,Kaepernick,QB,6,5,77,233,33.5,9.125,4.53,0,0,4.18,6.85,32.5,115,16,2,Nevada,4(36),4,36,0,0,,
2011,"Kelce, Jason",Jason,Kelce,OC,6,3,75,280,32.5,9.5,4.89,0,0,4.14,0,30.5,110,0,6,Cincinnati,26(191),26,191,0,0,,
2011,"Kendricks, Lance",Lance,Kendricks,TE,6,3,75,243,32,9.625,4.65,0,0,4.15,0,34.5,122,25,2,Wisconsin,15(47),15,47,0,0,,
2011,"Keo, Shiloh",Shiloh,Keo,SS,5,11,71,219,30,9.5,4.74,0,0,3.9,0,32.5,110,24,5,Idaho,13(144),13,144,0,0,,
2011,"Kerley, Jeremy",Jeremy,Kerley,WR,5,10,70,189,30,9,4.56,2.63,1.58,3.99,6.7,34.5,120,16,5,TCU,22(153),22,153,0,0,,
2011,"Kerrigan, Ryan",Ryan,Kerrigan,DE,6,4,76,267,33.375,9.5,4.67,0,0,4.39,0,33.5,122,31,1,Purdue,16(16),16,16,0,0,,
2011,"Kilgore, Daniel",Daniel,Kilgore,OG,6,3,75,308,32.5,10,5.28,0,0,4.68,0,32.5,105,23,5,Appalachian State,32(163),32,163,0,0,,
2011,"King, Jarriel",Jarriel,King,OT,6,5,77,317,36.375,10.75,5.03,0,0,4.77,0,30,114,23,0,,,0,0,0,0,,
2011,"Klug, Karl",Karl,Klug,DE,6,3,75,275,32.25,9.5,4.79,0,0,0,0,0,0,22,5,Iowa,11(142),11,142,0,0,,
2011,"Lefeged, Joe",Joe,Lefeged,SS,6,1,73,210,31.5,9.625,4.42,0,0,4.13,0,36.5,122,18,0,,,0,0,0,0,,
2011,"LeGree, Mark",Mark,LeGree,FS,6,1,73,210,30.25,9.25,4.49,0,0,4.09,0,31,116,21,5,Appalachian State,25(156),25,156,0,0,,
2011,"Lemon, Orie",Orie,Lemon,ILB,6,1,73,242,32,10.125,4.87,0,0,4.4,0,30,113,27,0,,,0,0,0,0,,
2011,"Leshoure, Mikel",Mikel,Leshoure,RB,6,1,73,227,32.625,9.5,4.56,0,0,4.4,7.05,38,122,21,2,Illinois,25(57),25,57,0,0,,
